_id,sentence,target,aspect,score,type
18635,"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",QQQ,Stock/Signal/Buy Signal,0.172,post
18652,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,GOOG,Stock/Price Action,0.318,post
18672,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",TSLA,Corporate/Risks/Product Recall,-0.424,post
18676,"$AAPL bounces off support, it seems",AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.443,post
18678,Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,SBUX,Stock/Coverage/AnalystRatings/Downgrade,-0.436,post
18684,$GOOGL gets an upgrade price target $970,GOOGL,Stock/Coverage/AnalystRatings/Upgrade,0.47,post
18692,NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,NTAP,Stock/Coverage/AnalystRatings/Downgrade,-0.574,post
18707,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",TSLA,Corporate/Risks/Product Recall,-0.291,post
18708,$fb small long 109.25 via calls,FB,Stock/Price Action/Bullish/Bull Position,0.352,post
18712,Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,FB,Stock/Price Action/Current Price/Oversold,0.324,post
18724,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",FXE,Stock/Coverage/AnalystRatings/Downgrade,-0.389,post
18741,ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,COST,Stock/Signal/Buy Signal,0.497,post
18743,$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,SAP,Corporate/Financial/Financial Results/Earnings/Financial Results,-0.431,post
18747,$FB gone green on day,FB,Stock/Price Action/Bullish/Bullish Behavior,0.476,post
18750,"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",AMZN,Stock/Price Action/Bearish/Bearish Behavior,-0.229,post
18766,$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,GOOGL,Stock/Technical Analysis,0.516,post
18784,$FB still a dog going much lower this week,FB,Stock/Price Action/Bearish,-0.554,post
18800,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,GOOG,Corporate/Risks/Hacks,-0.309,post
18819,ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,CTXS,Stock/Signal/Buy Signal,0.49,post
18821,$BAC $ADSK $NFLX long this morning,NFLX,Stock/Price Action/Bullish/Bull Position,0.476,post
18827,Locked in some $FB puts for nice gain,FB,Stock/Price Action/Bearish/Bear Position,-0.524,post
18832,3rd red day in a row ? $TSLA,TSLA,Stock/Price Action/Bearish,-0.43,post
18840,Just went long $ILMN,ILMN,Stock/Price Action/Bullish/Bull Position,0.558,post
18846,#Apple up almost 20% from its February lows with very little fanfare. $AAPL,AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.431,post
18857,$DISH weakness continues again. 49.43 area resistance after last week,DISH,Stock/Price Action/Bearish,-0.41,post
18867,$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,AAPL,Corporate/Sales,0.367,post
18877,$COST short finally making gains. I will take half my gains at 147,COST,Stock/Price Action/Volatility/Short Selling,-0.41,post
18895,Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,GOOG,Stock/Technical Analysis,-0.07,post
18903,Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.559,post
18910,"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",AAL,Stock/Price Action,0.462,post
18926,"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",TSLA,Corporate/Risks/Product Recall,-0.327,post
18932,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,W,Stock/Price Action/Volatility/Short Selling,-0.528,post
18945,Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,SBUX,Stock/Coverage/AnalystRatings/Downgrade,-0.611,post
18966,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,GOOG,Corporate/Dividend Policy,-0.066,post
18981,Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,JNPR,Corporate/Financial/Financial Results/Earnings/Profit Warning,-0.556,post
18986,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,SPY,Stock/Price Action/Bullish,0.521,post
18994,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",VZ,Stock/Price Action/Bearish,-0.296,post
19003,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",TSLA,Stock/Coverage/AnalystRatings/Upgrade,0.61,post
19007,$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,TSLA,Corporate/Risks/Product Recall,0.003,post
19011,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,TSLA,Stock/Technical Analysis,0.281,post
19013,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",LOW,Stock/Price Action/Bullish,0.368,post
19015,$JD down 20% in after-hour market. anyone care to explain why?,JD,Stock/Price Action/Bearish/Bearish Behavior,-0.551,post
19020,Look at that $AMZN > 600,AMZN,Stock/Price Action/Bullish,0.326,post
19031,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,YHOO,Corporate/M&A/M&A,0.391,post
19052,Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,SBUX,Stock/Price Action/Bearish/Bearish Behavior,-0.383,post
19072,$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,AAPL,Corporate/Financial/Financial Results/Earnings/Earnings Beat,-0.248,post
19075,long $AAPL 107 calls @ .40,AAPL,Stock/Price Action/Bullish/Bull Position,0.613,post
19089,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",NFLX,Stock/Technical Analysis,0.102,post
19095,"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",SBUX,Stock/Coverage/AnalystRatings/Downgrade,-0.531,post
19099,$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,EBAY,Stock/Technical Analysis,-0.441,post
19103,Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,VNET,Stock/Price Action/Current Price/52-Week High,0.419,post
19105,$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,TSLA,Corporate/Risks/Product Recall,-0.378,post
19107,$aapl high of day just hit. Back at it tomorrow.,AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.394,post
19117,ouch looks like $tsla shorts getting skinned again,TSLA,Stock/Price Action/Bullish,0.518,post
19119,"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",QCOM,Corporate/Dividend Policy,0.484,post
19130,Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,FB,Stock/Coverage/AnalystRatings/Upgrade,0.456,post
19149,$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,TSLA,Stock/Price Action/Bullish,-0.485,post
19161,Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,CTXS,Stock/Coverage/AnalystRatings/Upgrade,0.529,post
19163,"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",X,Stock/Options,0.513,post
19167,Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,FB,Corporate/Strategy/Business Outlook,-0.39,post
